'userID', 'avgHoldTime', 'avgSeekTime', 'averageNgramTime', 'I ', 'AL', 'S ', 'KS', 'EI', 'D ', 'AK', 'L ', ' O', 'LE', 'MA', 'IN', 'SI', 'EL', 'E ', 'JA', 'LA'
5088, 86, 1437, 3180, 3180, 3180, 3180, 3180, 3180, 597, 572, 1081, 1265, 686, 640, 3180, 3180, 837, 3180, 3180, 3180
5089, 89, 1453, 3266, 610, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 3266, 375
5090, 87, 854, 1890, 453, 469, 1890, 281, 672, 343, 266, 1890, 531, 375, 547, 781, 532, 1890, 297, 406, 500
5091, 87, 738, 1663, 391, 1663, 1663, 1663, 1663, 375, 1663, 1663, 1663, 391, 344, 344, 1109, 407, 312, 328, 1663
5092, 84, 613, 1404, 500, 343, 1404, 1404, 438, 406, 1404, 1404, 1404, 1404, 1404, 406, 1404, 375, 516, 360, 250
5093, 87, 413, 1012, 547, 406, 1012, 1012, 1012, 328, 1012, 1012, 422, 266, 1012, 953, 250, 312, 281, 563, 297
5094, 104, 313, 860, 860, 500, 860, 860, 860, 297, 860, 297, 860, 860, 860, 391, 500, 281, 860, 671, 860
5095, 87, 477, 1141, 406, 453, 468, 1141, 1141, 343, 1141, 344, 1141, 1141, 1141, 344, 531, 422, 312, 406, 1141
5096, 88, 735, 1659, 406, 1659, 297, 422, 1659, 1659, 313, 1659, 438, 344, 469, 406, 500, 266, 281, 406, 391
5097, 86, 871, 1921, 500, 438, 375, 1921, 1921, 625, 359, 1921, 3000, 281, 297, 500, 422, 250, 359, 375, 297
5098, 85, 668, 1496, 391, 469, 312, 1496, 344, 344, 453, 3610, 453, 328, 375, 469, 328, 391, 296, 437, 391
5099, 62, 645, 1371, 434, 1371, 362, 1371, 16458, 543, 341, 1371, 660, 914, 1802, 596, 1371, 390, 1371, 475, 1371
5100, 85, 534, 1243, 500, 312, 828, 1243, 328, 328, 359, 1243, 375, 438, 391, 375, 343, 422, 250, 375, 406
5101, 85, 343, 862, 375, 609, 500, 862, 328, 484, 656, 862, 375, 313, 862, 390, 329, 329, 266, 391, 407
5102, 83, 437, 1051, 1051, 406, 1051, 1051, 1051, 1051, 766, 344, 1051, 328, 390, 1051, 375, 281, 281, 406, 438
5103, 83, 508, 1192, 406, 360, 516, 359, 1192, 375, 1192, 1192, 578, 344, 1192, 1984, 343, 360, 469, 375, 359
5104, 54, 1157, 2432, 469, 312, 2432, 344, 2432, 360, 281, 953, 422, 375, 375, 516, 360, 297, 297, 422, 33922
5105, 54, 543, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 1233, 296, 1233, 375
5106, 56, 501, 1128, 453, 500, 1128, 1128, 375, 1128, 1128, 1128, 938, 421, 1128, 578, 1128, 1128, 281, 344, 422
5107, 54, 984, 2152, 2152, 2152, 2152, 2152, 359, 359, 2152, 2152, 2152, 2152, 2152, 2152, 2152, 2152, 2152, 422, 2152
5108, 54, 530, 1172, 515, 312, 485, 532, 375, 359, 1172, 719, 563, 375, 375, 438, 297, 329, 282, 297, 375
5109, 52, 490, 1100, 969, 531, 1100, 1100, 1100, 344, 1100, 1100, 515, 406, 1100, 453, 594, 375, 344, 1100, 360
5110, 59, 1771, 3778, 1523, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 3778, 2405, 3778, 3778
5111, 55, 585, 1282, 718, 296, 359, 500, 407, 312, 453, 344, 531, 359, 375, 421, 625, 391, 297, 359, 500
5112, 53, 2244, 4579, 562, 453, 4579, 4579, 375, 313, 4579, 437, 375, 266, 313, 578, 468, 313, 329, 437, 375
5113, 102, 836, 1893, 1893, 535, 461, 5208, 530, 469, 667, 1893, 1893, 1893, 1893, 623, 6577, 1893, 705, 787, 1893
5114, 103, 2456, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422, 5422
5115, 98, 968, 2123, 3884, 524, 313, 494, 2123, 460, 559, 450, 624, 964, 486, 486, 538, 505, 4059, 2123, 515
5116, 101, 2076, 4367, 7234, 628, 3688, 506, 552, 1432, 1028, 548, 1283, 666, 838, 1015, 948, 467, 363, 1059, 626
5117, 60, 389, 902, 902, 432, 280, 311, 902, 345, 902, 288, 792, 224, 902, 355, 902, 291, 170, 902, 902
5118, 92, 1344, 2898, 550, 472, 785, 682, 625, 544, 2898, 614, 1010, 436, 578, 491, 2898, 575, 562, 2898, 998
5119, 52, 1018, 2091, 422, 359, 391, 359, 422, 1985, 359, 3000, 2359, 437, 484, 422, 2091, 531, 313, 390, 406
5120, 85, 2578, 5380, 5380, 5380, 622, 5380, 5380, 289, 5380, 5380, 5380, 747, 575, 5380, 5380, 5380, 309, 373, 431
5121, 11, 272, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569
5122, 53, 349, 902, 902, 768, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902
5123, 61, 386, 902, 506, 297, 477, 902, 1237, 538, 902, 810, 902, 381, 356, 902, 902, 679, 518, 257, 902
5124, 66, 572, 1279, 299, 1005, 981, 1233, 344, 580, 227, 1951, 589, 293, 591, 289, 578, 991, 1133, 746, 780
5125, 65, 541, 1216, 495, 392, 759, 330, 602, 556, 1216, 972, 558, 451, 331, 473, 650, 391, 489, 317, 274
5126, 60, 680, 1490, 640, 479, 557, 1490, 430, 589, 1490, 851, 295, 588, 337, 1490, 740, 412, 558, 417, 1490
5127, 69, 516, 1174, 1305, 248, 628, 1174, 368, 1611, 268, 1174, 2196, 299, 315, 670, 345, 458, 377, 360, 330
5128, 66, 1385, 2923, 344, 2923, 432, 2923, 2923, 3408, 2923, 2923, 2923, 2923, 216, 384, 2923, 2923, 376, 2923, 384
5129, 54, 526, 1180, 453, 1180, 468, 421, 1180, 1180, 1180, 563, 1180, 453, 1180, 469, 657, 453, 390, 1180, 343
5130, 48, 318, 741, 688, 741, 741, 741, 741, 312, 741, 741, 741, 281, 741, 438, 703, 359, 296, 2391, 953
5131, 56, 892, 1855, 406, 500, 281, 1855, 1855, 359, 1855, 1855, 391, 578, 375, 453, 375, 1855, 6516, 438, 1855
5132, 64, 592, 1342, 356, 1342, 1342, 1342, 1342, 1342, 1540, 1342, 2458, 603, 320, 402, 1342, 491, 460, 1342, 1342
5133, 53, 487, 1085, 391, 406, 313, 1085, 407, 296, 1085, 407, 453, 406, 453, 390, 281, 296, 281, 375, 391
5134, 50, 479, 1067, 500, 406, 1067, 328, 281, 4110, 1067, 391, 453, 1067, 1067, 344, 437, 1067, 1437, 594, 1067
5135, 52, 406, 919, 688, 266, 313, 438, 344, 329, 344, 328, 485, 344, 919, 484, 516, 422, 1422, 343, 391
5136, 49, 1375, 3000, 3000, 3000, 3000, 3000, 3000, 531, 3000, 3000, 3000, 406, 3000, 328, 359, 3000, 1984, 3000, 3000
5137, 108, 2973, 6188, 437, 521, 1943, 349, 348, 660, 349, 826, 792, 354, 235, 6188, 448, 345, 408, 333, 315
5138, 106, 517, 1250, 535, 353, 480, 316, 798, 2161, 1083, 903, 1712, 857, 506, 476, 564, 334, 353, 457, 361
5139, 111, 842, 1906, 415, 383, 506, 319, 403, 607, 434, 384, 505, 481, 321, 612, 317, 336, 1127, 370, 347
5140, 87, 774, 1729, 421, 422, 328, 1729, 407, 281, 1729, 1729, 687, 500, 453, 375, 453, 328, 328, 500, 641
5141, 87, 849, 1877, 406, 672, 407, 391, 406, 328, 328, 1877, 391, 984, 375, 422, 406, 312, 265, 343, 360
5142, 86, 648, 1474, 422, 312, 359, 1474, 468, 375, 750, 359, 485, 453, 453, 437, 453, 328, 328, 453, 266
5143, 114, 1469, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 3520, 464, 3520
5144, 85, 294, 763, 438, 437, 313, 328, 515, 359, 344, 406, 437, 391, 375, 469, 422, 360, 406, 438, 375
5145, 85, 623, 1423, 484, 297, 1735, 1423, 406, 1423, 375, 1423, 1423, 296, 438, 406, 672, 266, 406, 453, 516
5146, 85, 685, 1555, 391, 438, 1555, 1555, 1555, 1555, 1555, 1555, 406, 437, 421, 390, 1555, 438, 297, 297, 406
5147, 84, 575, 1325, 484, 328, 1325, 390, 453, 500, 375, 1325, 532, 375, 375, 391, 375, 391, 406, 359, 422
5148, 83, 423, 1017, 421, 282, 688, 391, 312, 313, 1017, 343, 469, 266, 422, 422, 531, 328, 297, 313, 250
5149, 89, 829, 1855, 468, 500, 328, 328, 1855, 312, 281, 422, 438, 1855, 375, 407, 344, 469, 282, 360, 1855
5150, 77, 886, 1930, 454, 328, 391, 484, 375, 360, 359, 375, 781, 250, 375, 453, 422, 391, 265, 703, 438
5151, 76, 740, 1609, 500, 329, 328, 500, 297, 329, 437, 406, 1046, 391, 313, 406, 453, 469, 672, 281, 594
5152, 56, 805, 1724, 453, 359, 1724, 375, 1724, 328, 1724, 1724, 438, 390, 1724, 359, 578, 344, 266, 453, 406
5153, 54, 369, 848, 375, 359, 359, 328, 2282, 468, 848, 359, 469, 390, 406, 719, 297, 312, 516, 391, 344
5154, 114, 766, 1780, 1780, 1780, 1681, 856, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 497, 1780
5155, 85, 728, 1633, 532, 375, 610, 812, 297, 312, 1633, 406, 406, 250, 422, 344, 516, 266, 313, 359, 422
5156, 86, 1817, 3821, 422, 328, 781, 3821, 422, 328, 3821, 375, 500, 281, 360, 406, 360, 312, 297, 406, 313
5157, 83, 406, 983, 983, 391, 406, 828, 983, 1109, 938, 359, 484, 390, 312, 422, 282, 360, 390, 438, 328
5158, 85, 2918, 6075, 6075, 6075, 6075, 6075, 407, 407, 6075, 6075, 6075, 297, 500, 391, 484, 375, 297, 672, 6075
5159, 84, 572, 1340, 1340, 1340, 390, 578, 422, 375, 1340, 1340, 578, 469, 422, 1340, 1340, 1340, 328, 1340, 1340
5160, 85, 679, 1533, 1812, 328, 343, 359, 375, 344, 484, 1533, 344, 485, 406, 375, 344, 922, 313, 437, 484
5161, 85, 332, 837, 390, 469, 297, 328, 562, 375, 438, 375, 484, 328, 7875, 438, 390, 312, 328, 437, 391
5162, 85, 446, 1072, 937, 563, 1072, 1072, 438, 3640, 1072, 531, 1072, 375, 641, 453, 297, 406, 329, 328, 438
5163, 84, 491, 1155, 407, 453, 468, 391, 453, 343, 1155, 1155, 469, 281, 344, 375, 453, 282, 328, 437, 437
5164, 85, 817, 1813, 437, 485, 438, 1813, 391, 360, 1813, 359, 422, 312, 437, 453, 1813, 312, 281, 390, 438
5165, 21, 701, 1463, 893, 615, 1463, 1463, 596, 500, 597, 1463, 1463, 586, 617, 492, 1463, 1006, 1463, 1463, 836
5166, 82, 497, 1165, 391, 329, 297, 1165, 1165, 313, 672, 375, 485, 359, 406, 422, 297, 344, 828, 407, 359
5167, 84, 1038, 2249, 390, 329, 485, 2249, 437, 765, 2249, 343, 500, 391, 422, 406, 343, 344, 344, 406, 375
5168, 85, 622, 1423, 391, 453, 328, 515, 422, 360, 359, 313, 469, 563, 406, 407, 469, 359, 360, 485, 407
5169, 85, 422, 1024, 437, 453, 390, 422, 1024, 438, 1024, 375, 1024, 296, 1024, 375, 1024, 328, 297, 343, 1024
5170, 84, 382, 944, 944, 944, 944, 344, 944, 343, 944, 944, 944, 375, 944, 453, 312, 944, 328, 344, 359
5171, 80, 229, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674, 674
5172, 89, 547, 1293, 375, 1293, 406, 1293, 1293, 422, 1293, 1293, 407, 1293, 469, 1293, 375, 1293, 5016, 390, 407
5173, 87, 539, 1102, 1102, 328, 1102, 1102, 1102, 469, 1102, 1102, 687, 328, 422, 1102, 406, 344, 4703, 516, 1102
5174, 66, 216, 609, 469, 609, 609, 375, 609, 609, 609, 391, 609, 609, 609, 609, 609, 313, 609, 437, 609
5175, 65, 1925, 4122, 4122, 4122, 4122, 4122, 4122, 4122, 3609, 4122, 4122, 4122, 4122, 437, 4122, 4122, 328, 4122, 4122
5176, 73, 415, 986, 315, 303, 986, 986, 7283, 247, 310, 279, 407, 262, 175, 227, 986, 651, 234, 986, 986
5177, 78, 1951, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221, 4221
5178, 69, 506, 955, 955, 281, 955, 955, 955, 955, 955, 955, 955, 955, 955, 955, 955, 955, 510, 955, 331
5179, 55, 812, 1734, 438, 328, 297, 421, 328, 656, 1734, 422, 610, 391, 422, 422, 328, 391, 281, 437, 360
5180, 88, 1377, 3015, 3015, 625, 3015, 281, 3015, 312, 3015, 3015, 407, 3015, 375, 437, 406, 3015, 281, 328, 359
5181, 87, 678, 1535, 391, 328, 344, 234, 359, 281, 328, 375, 453, 375, 375, 375, 485, 390, 343, 344, 437
5182, 86, 422, 1016, 422, 359, 329, 312, 422, 375, 390, 484, 359, 281, 515, 406, 391, 297, 328, 297, 453
5183, 87, 805, 1792, 563, 562, 516, 1792, 1792, 375, 1792, 484, 469, 344, 360, 406, 469, 297, 328, 328, 328
5184, 84, 245, 671, 671, 484, 671, 671, 671, 671, 671, 671, 671, 485, 671, 390, 671, 500, 391, 297, 671
5185, 86, 731, 1641, 1297, 406, 484, 468, 375, 406, 1641, 391, 672, 391, 359, 687, 375, 406, 453, 344, 407
5186, 89, 555, 1347, 1347, 343, 1347, 1347, 1347, 1347, 1347, 1347, 1347, 1347, 1347, 765, 1347, 1347, 1347, 375, 1347
5187, 86, 382, 995, 995, 995, 995, 995, 5238, 995, 995, 995, 995, 995, 995, 662, 995, 995, 995, 995, 995
5188, 85, 878, 1954, 422, 344, 1954, 375, 1954, 1954, 1954, 1954, 531, 1954, 1954, 344, 1954, 485, 437, 344, 1954
5189, 87, 536, 1250, 421, 515, 484, 297, 406, 719, 344, 375, 484, 391, 375, 765, 375, 344, 2000, 344, 391
5190, 87, 685, 1547, 469, 250, 328, 328, 485, 438, 407, 328, 484, 406, 344, 406, 297, 328, 297, 281, 344
5191, 85, 827, 1831, 375, 359, 656, 437, 453, 344, 1831, 453, 469, 359, 407, 421, 437, 625, 344, 532, 406
5192, 87, 666, 1513, 500, 344, 344, 422, 484, 500, 1513, 3890, 468, 390, 547, 437, 328, 531, 312, 391, 406
5193, 87, 243, 665, 360, 468, 665, 328, 375, 312, 665, 665, 390, 391, 665, 688, 328, 375, 375, 422, 391
5194, 89, 718, 1616, 781, 469, 391, 672, 421, 344, 18469, 422, 547, 422, 421, 1062, 390, 344, 344, 563, 297
5195, 83, 758, 1701, 657, 1701, 984, 1701, 1701, 1701, 1701, 375, 1701, 1701, 1701, 344, 1701, 407, 360, 468, 1701
5196, 87, 456, 1089, 516, 328, 1140, 422, 1266, 625, 1089, 485, 797, 343, 406, 484, 531, 1907, 328, 391, 859
5197, 89, 682, 1543, 625, 344, 360, 1344, 344, 1543, 1543, 453, 578, 453, 1543, 1000, 422, 407, 484, 500, 453
5198, 129, 1848, 3945, 485, 3945, 1303, 3945, 3945, 695, 3945, 711, 2924, 526, 1080, 3945, 3945, 710, 553, 471, 385
5199, 19, 767, 1631, 1631, 1631, 1631, 1631, 24749, 268, 692, 1631, 1631, 1631, 250, 1631, 1631, 1631, 1631, 1631, 1631
5200, 52, 1132, 2375, 625, 359, 437, 359, 391, 344, 562, 906, 6782, 390, 453, 438, 375, 328, 344, 422, 563
5201, 48, 260, 627, 438, 406, 627, 329, 627, 359, 627, 627, 2234, 313, 627, 627, 391, 454, 313, 375, 627
5202, 51, 612, 1329, 485, 343, 281, 359, 391, 422, 360, 797, 375, 406, 391, 407, 344, 437, 313, 329, 281
5203, 84, 749, 1688, 1688, 422, 344, 531, 1688, 1688, 1688, 1688, 1688, 1688, 1688, 453, 875, 1688, 328, 406, 1688
5204, 86, 869, 1920, 1920, 391, 375, 437, 1920, 453, 1920, 1920, 469, 437, 453, 657, 688, 313, 328, 812, 344
5205, 84, 654, 1497, 1497, 1497, 406, 468, 1497, 375, 1497, 9140, 375, 359, 453, 797, 1497, 344, 282, 438, 437
5206, 86, 522, 1219, 469, 313, 313, 453, 391, 406, 1219, 797, 375, 375, 453, 375, 594, 359, 312, 360, 391
5207, 87, 757, 1710, 719, 1710, 9468, 406, 1710, 406, 1710, 1710, 1710, 1710, 1710, 2437, 1710, 1710, 391, 359, 1710
5208, 88, 943, 2069, 812, 282, 828, 422, 469, 360, 2069, 2069, 29219, 422, 391, 515, 687, 406, 390, 282, 922
5209, 88, 601, 1406, 1406, 1406, 516, 328, 344, 359, 1406, 1406, 31672, 546, 344, 1406, 578, 312, 421, 547, 594
5210, 6, 1155, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542
5211, 93, 711, 1653, 437, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 438, 391, 1653, 1653, 1653, 266, 359, 1653
5212, 87, 585, 1366, 437, 328, 1366, 1366, 391, 391, 1366, 375, 1366, 390, 453, 391, 1366, 1366, 297, 343, 1366
5213, 88, 611, 1401, 375, 391, 281, 296, 344, 328, 328, 485, 438, 359, 406, 469, 313, 344, 281, 344, 328
5214, 89, 1511, 3240, 469, 265, 3240, 3240, 3240, 312, 3240, 3240, 406, 375, 406, 406, 328, 3240, 422, 781, 282
5215, 83, 399, 1051, 1051, 1051, 1051, 1051, 1051, 375, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051
5216, 89, 590, 1392, 1392, 500, 1392, 1392, 1392, 375, 1392, 1392, 1392, 407, 406, 422, 1392, 1392, 312, 390, 359
5217, 87, 496, 1173, 453, 484, 282, 1173, 390, 1173, 390, 1173, 422, 375, 343, 360, 437, 313, 500, 438, 406
5218, 87, 636, 1457, 1457, 343, 1457, 1457, 328, 281, 1457, 1457, 422, 297, 375, 391, 359, 407, 313, 391, 422
5219, 84, 456, 1085, 422, 234, 1218, 1085, 312, 407, 1085, 312, 406, 312, 422, 391, 312, 438, 312, 313, 437
5220, 87, 402, 984, 984, 344, 328, 296, 984, 4828, 375, 422, 781, 297, 422, 375, 984, 329, 297, 422, 391
5221, 171, 3514, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480, 7480
5222, 86, 228, 696, 696, 696, 696, 696, 696, 391, 696, 696, 696, 696, 696, 696, 696, 696, 696, 696, 696
5223, 86, 551, 1293, 360, 1293, 1293, 1293, 359, 20328, 1293, 1293, 1293, 1293, 1293, 484, 1293, 1293, 313, 375, 953
5224, 91, 434, 1062, 469, 1062, 2094, 359, 1062, 375, 1062, 1062, 1062, 422, 1062, 1062, 500, 1062, 469, 359, 391
5225, 89, 1511, 3240, 469, 265, 3240, 3240, 3240, 312, 3240, 3240, 406, 375, 406, 406, 328, 3240, 422, 781, 282
5226, 83, 399, 1051, 1051, 1051, 1051, 1051, 1051, 375, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051, 1051
5227, 89, 590, 1392, 1392, 500, 1392, 1392, 1392, 375, 1392, 1392, 1392, 407, 406, 422, 1392, 1392, 312, 390, 359
5228, 87, 496, 1173, 453, 484, 282, 1173, 390, 1173, 390, 1173, 422, 375, 343, 360, 437, 313, 500, 438, 406
5229, 87, 636, 1457, 1457, 343, 1457, 1457, 328, 281, 1457, 1457, 422, 297, 375, 391, 359, 407, 313, 391, 422
5230, 84, 456, 1085, 422, 234, 1218, 1085, 312, 407, 1085, 312, 406, 312, 422, 391, 312, 438, 312, 313, 437
5231, 87, 402, 984, 984, 344, 328, 296, 984, 4828, 375, 422, 781, 297, 422, 375, 984, 329, 297, 422, 391
5232, 112, 5529, 12583, 12583, 12583, 12583, 12583, 12019, 12583, 12583, 12583, 12583, 12583, 12583, 12583, 419, 12583, 12583, 12583, 12583
5233, 86, 228, 696, 696, 696, 696, 696, 696, 391, 696, 696, 696, 696, 696, 696, 696, 696, 696, 696, 696
5234, 86, 551, 1293, 360, 1293, 1293, 1293, 359, 20328, 1293, 1293, 1293, 1293, 1293, 484, 1293, 1293, 313, 375, 953
5235, 91, 434, 1062, 469, 1062, 2094, 359, 1062, 375, 1062, 1062, 1062, 422, 1062, 1062, 500, 1062, 469, 359, 391
5236, 72, 2442, 5075, 5075, 313, 437, 5075, 5075, 5075, 5075, 5075, 5075, 359, 453, 375, 5075, 578, 328, 297, 5075
5237, 81, 2503, 5343, 440, 5343, 5343, 5343, 5343, 5343, 5343, 5343, 5343, 432, 5343, 5343, 360, 378, 5343, 408, 5343
5238, 5, 1897, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824, 3824
5239, 102, 271, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829
5240, 84, 681, 1535, 368, 560, 6104, 400, 465, 424, 344, 384, 448, 448, 456, 400, 303, 336, 256, 933, 328
5241, 84, 602, 1371, 632, 496, 328, 424, 1344, 400, 1371, 11208, 496, 400, 384, 416, 400, 472, 400, 400, 328
5242, 85, 837, 1847, 384, 344, 1024, 1847, 344, 408, 1847, 408, 384, 424, 416, 448, 296, 536, 343, 352, 384
5243, 179, 3099, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160, 7160
5244, 84, 749, 1671, 464, 480, 496, 376, 480, 440, 480, 432, 416, 408, 416, 336, 352, 376, 360, 417, 1128
5245, 87, 585, 1347, 568, 504, 313, 352, 1347, 432, 377, 360, 1312, 448, 328, 464, 304, 360, 344, 376, 552
5246, 84, 513, 1198, 400, 520, 312, 448, 864, 384, 272, 360, 368, 400, 352, 416, 424, 536, 263, 536, 360
5247, 86, 453, 1082, 440, 360, 568, 416, 408, 408, 560, 1082, 352, 288, 464, 384, 408, 352, 440, 344, 424
5248, 85, 651, 1467, 392, 384, 400, 360, 1467, 304, 440, 440, 408, 335, 400, 401, 416, 368, 264, 433, 320
5249, 85, 433, 1037, 528, 352, 432, 664, 368, 720, 456, 463, 696, 400, 544, 352, 424, 344, 336, 416, 336
5250, 86, 687, 1550, 416, 392, 368, 416, 376, 352, 320, 384, 368, 416, 384, 351, 352, 320, 320, 392, 392
5251, 82, 1209, 2588, 448, 384, 336, 361, 336, 280, 304, 408, 8152, 408, 432, 744, 360, 328, 304, 376, 408
5252, 85, 446, 1065, 384, 376, 392, 392, 368, 672, 304, 375, 400, 408, 352, 656, 424, 256, 272, 424, 672
5253, 85, 619, 1411, 384, 496, 360, 384, 416, 616, 472, 368, 704, 368, 392, 344, 345, 296, 280, 392, 392
5254, 121, 583, 1495, 1495, 575, 487, 1495, 1495, 1495, 1495, 1495, 1495, 705, 1495, 504, 1495, 1495, 1495, 1495, 1495
5255, 91, 792, 1773, 434, 846, 214, 229, 251, 242, 385, 423, 465, 303, 420, 432, 854, 371, 887, 271, 618
5256, 59, 951, 2024, 594, 515, 937, 547, 454, 343, 297, 2024, 828, 656, 391, 1156, 406, 297, 297, 437, 437
5257, 107, 1410, 3038, 732, 490, 540, 655, 758, 483, 533, 498, 766, 707, 977, 749, 894, 774, 493, 423, 390
5258, 55, 559, 1231, 1231, 484, 281, 1231, 438, 312, 359, 344, 484, 266, 406, 406, 1231, 328, 313, 531, 375
5259, 57, 442, 1001, 469, 1001, 438, 375, 1001, 516, 1001, 375, 1001, 422, 1001, 360, 328, 328, 500, 859, 375
5260, 55, 765, 1654, 547, 1654, 1654, 1654, 1654, 360, 469, 1654, 2094, 1654, 453, 453, 593, 422, 1203, 390, 1654
5261, 84, 853, 1887, 500, 437, 375, 328, 437, 1578, 1887, 1887, 406, 282, 516, 547, 1887, 343, 344, 406, 406
5262, 73, 153, 491, 491, 491, 491, 491, 491, 491, 359, 491, 491, 491, 491, 350, 491, 491, 267, 491, 491
5263, 84, 517, 1204, 406, 516, 547, 453, 437, 422, 515, 1562, 671, 563, 375, 406, 344, 500, 2828, 594, 453
5264, 75, 2257, 4707, 667, 301, 4707, 4707, 4707, 4707, 384, 4707, 4707, 4707, 334, 321, 4707, 294, 242, 568, 249
5265, 6, 1142, 2309, 736, 2309, 745, 2309, 645, 2309, 675, 2309, 823, 539, 629, 712, 586, 1124, 1119, 985, 810
5266, 86, 521, 1226, 391, 343, 375, 407, 422, 312, 1226, 328, 500, 328, 406, 375, 375, 407, 296, 2828, 375
5267, 63, 1608, 3461, 3461, 3461, 3461, 3461, 3461, 3461, 3461, 280, 336, 320, 3461, 3461, 3461, 312, 232, 272, 3461
5268, 87, 667, 1518, 4234, 578, 359, 375, 1518, 438, 1518, 375, 3921, 500, 657, 344, 407, 312, 422, 344, 437
5269, 62, 791, 1712, 408, 304, 1712, 1712, 391, 360, 268, 312, 295, 367, 336, 472, 320, 296, 375, 280, 240
5270, 86, 630, 1437, 484, 515, 2079, 469, 406, 297, 360, 719, 3969, 422, 406, 391, 688, 312, 3672, 437, 406
5271, 64, 687, 1531, 1531, 1531, 1531, 1531, 1531, 4456, 1531, 1531, 1531, 240, 1531, 1531, 312, 304, 1531, 1531, 328
5272, 62, 591, 1315, 1315, 368, 896, 464, 1315, 298, 337, 1315, 1520, 313, 360, 328, 336, 248, 247, 528, 1315
5273, 65, 518, 1173, 392, 232, 1173, 1173, 368, 240, 248, 1173, 392, 272, 328, 368, 336, 384, 249, 718, 312
5274, 57, 286, 732, 296, 732, 732, 732, 336, 732, 732, 732, 349, 732, 732, 732, 479, 732, 240, 1155, 732
5275, 64, 699, 1535, 1535, 416, 256, 336, 296, 432, 192, 288, 344, 592, 488, 672, 272, 488, 5328, 360, 1535
5276, 129, 4984, 10339, 568, 529, 10339, 10339, 10339, 440, 10339, 10339, 10339, 10339, 10339, 792, 10339, 10339, 376, 609, 10339
5277, 66, 885, 1920, 403, 240, 216, 360, 1920, 1920, 1920, 1920, 1920, 312, 360, 1920, 272, 1920, 1920, 248, 1920
5278, 87, 824, 1835, 594, 1835, 328, 1835, 359, 391, 1835, 1835, 1835, 422, 1835, 422, 781, 1835, 422, 438, 375
5279, 61, 580, 1295, 384, 256, 1295, 512, 1295, 856, 1295, 280, 1295, 1295, 360, 544, 1295, 248, 272, 616, 1295
5280, 58, 296, 726, 726, 726, 216, 726, 726, 352, 726, 726, 726, 726, 726, 726, 726, 726, 336, 264, 344
5281, 59, 423, 984, 473, 984, 984, 552, 984, 984, 984, 984, 440, 984, 984, 353, 1224, 984, 208, 272, 984
5282, 61, 772, 1670, 400, 232, 280, 959, 440, 504, 414, 352, 289, 264, 424, 344, 296, 304, 224, 608, 385
5283, 65, 823, 1780, 427, 280, 400, 296, 368, 393, 320, 10807, 12472, 573, 760, 646, 328, 1840, 297, 736, 271
5284, 89, 1391, 3167, 453, 3167, 3167, 3167, 3167, 3167, 3167, 3167, 3167, 3167, 3167, 3167, 375, 375, 3167, 3167, 3167
5285, 67, 646, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527, 1527
5286, 83, 680, 1539, 484, 375, 328, 343, 1539, 265, 1539, 1539, 359, 328, 375, 469, 1539, 344, 344, 531, 391
5287, 72, 1113, 2421, 190, 2421, 2421, 2421, 245, 363, 307, 2421, 2421, 933, 2421, 293, 2421, 306, 284, 47972, 259
